post_id,post_title,post_description,department_id,department_name,label
2209,गोविन्द सिंह निवासी गंगोलीहाट,युवा क्लबों को खेल एवं सामुदायिक गतिविधियों के लिए आवश्यक सामग्री उपलब्ध कराये जाने बाबत।,114,जिला युवा कल्याण अधिकारी पिथौरागढ़,85
2210,विमला देवी निवासी मुनस्यारी,युवा नेतृत्व विकास कार्यक्रम का नियमित आयोजन किये जाने बाबत।,114,जिला युवा कल्याण अधिकारी पिथौरागढ़,85
2211,प्रेम सिंह निवासी डीडीहाट,ग्रामीण युवाओं हेतु व्यक्तित्व विकास एवं जीवन कौशल प्रशिक्षण आयोजित किये जाने बाबत।,114,जिला युवा कल्याण अधिकारी पिथौरागढ़,85
2212,समस्त युवा मंगल दल पिथौरागढ़ जनपद,जिला स्तरीय युवा महोत्सव आयोजित किये जाने बाबत।,114,जिला युवा कल्याण अधिकारी पिथौरागढ़,85
2213,कमला देवी निवासी बेरीनाग,युवा क्लबों को विभागीय अनुदान समय पर उपलब्ध कराये जाने बाबत।,114,जिला युवा कल्याण अधिकारी पिथौरागढ़,85
2214,भगवती देवी निवासी धारचूला,ग्रामीण युवाओं हेतु स्वयंसेवी अभियान आयोजित किये जाने बाबत।,114,जिला युवा कल्याण अधिकारी पिथौरागढ़,85
2215,मोहन लाल निवासी गंगोलीहाट,युवा क्लबों के पंजीकरण एवं नवीनीकरण की प्रक्रिया सरल किये जाने बाबत।,114,जिला युवा कल्याण अधिकारी पिथौरागढ़,85
2216,समस्त महिला मंगल दल पिथौरागढ़,महिला नेतृत्व एवं सामाजिक जागरूकता प्रशिक्षण कार्यक्रम आयोजित किये जाने बाबत।,114,जिला युवा कल्याण अधिकारी पिथौरागढ़,85
2217,समस्त युवा क्लब पिथौरागढ़ जनपद,युवा कल्याण योजनाओं का प्रभावी क्रियान्वयन एवं नियमित निगरानी सुनिश्चित किये जाने बाबत।,114,जिला युवा कल्याण अधिकारी पिथौरागढ़,85
2218,समस्त ग्रामीण युवा पिथौरागढ़,"युवाओं के कौशल विकास, नेतृत्व एवं सामाजिक सहभागिता कार्यक्रमों का विस्तार किये जाने बाबत।",114,जिला युवा कल्याण अधिकारी पिथौरागढ़,85
2219,समस्त नागरिक पिथौरागढ़ जनपद,"जिला युवा कल्याण विभाग की योजनाओं, युवा क्लबों एवं युवा नेतृत्व विकास कार्यक्रमों का समयबद्ध एवं प्रभावी संचालन सुनिश्चित किये जाने बाबत।",114,जिला युवा कल्याण अधिकारी पिथौरागढ़,85
2220,समस्त ग्रामवासी देवलेथल,गांव में अवैध शराब की बिक्री पर तत्काल रोक लगाये जाने बाबत।,284,एसएचओ,86
2221,कमला देवी निवासी पिथौरागढ़,क्षेत्र में अवैध जुए के अड्डे पर कार्यवाही किये जाने बाबत।,284,एसएचओ,86
2222,भगवान सिंह निवासी कनालीछीना,ग्राम में मादक पदार्थों की बिक्री करने वालों के विरुद्ध कानूनी कार्यवाही किये जाने बाबत।,284,एसएचओ,86
2223,मोहन सिंह निवासी गंगोलीहाट,रात्रि में बढ़ रही चोरी की घटनाओं को रोकने हेतु नियमित पुलिस गश्त कराये जाने बाबत।,284,एसएचओ,86
2224,गीता देवी निवासी बेरीनाग,सार्वजनिक स्थान पर शराब पीकर उत्पात मचाने वालों के विरुद्ध कार्यवाही किये जाने बाबत।,284,एसएचओ,86
2225,हरिश चन्द्र निवासी डीडीहाट,अवैध सट्टेबाजी संचालित करने वालों के विरुद्ध छापेमारी किये जाने बाबत।,284,एसएचओ,86
2226,समस्त ग्रामवासी धारचूला,नशे के अवैध कारोबार पर नियमित पुलिस निगरानी रखे जाने बाबत।,284,एसएचओ,86
2227,महेश सिंह निवासी मुनस्यारी,विद्यालयों के आसपास नशीले पदार्थ बेचने वालों के विरुद्ध कठोर कार्यवाही किये जाने बाबत।,284,एसएचओ,86
2228,पुष्पा देवी निवासी पिथौरागढ़,बाजार क्षेत्र में असामाजिक तत्वों द्वारा उत्पन्न अशांति पर नियंत्रण किये जाने बाबत।,284,एसएचओ,86
2229,गोविन्द सिंह निवासी झूलाघाट,अवैध शराब तस्करी में संलिप्त व्यक्तियों के विरुद्ध अभियान चलाये जाने बाबत।,284,एसएचओ,86
2230,विमला देवी निवासी गंगोलीहाट,गांव में बार-बार होने वाले झगड़ों की रोकथाम हेतु पुलिस गश्त बढ़ाये जाने बाबत।,284,एसएचओ,86
2231,प्रेम सिंह निवासी बेरीनाग,सार्वजनिक स्थलों पर जुआ खेलने वालों के विरुद्ध नियमित कार्यवाही किये जाने बाबत।,284,एसएचओ,86
2232,समस्त व्यापार मंडल पिथौरागढ़,बाजार क्षेत्र में रात्रिकालीन पुलिस गश्त बढ़ाये जाने बाबत।,284,एसएचओ,86
2233,कमला देवी निवासी धारचूला,अवैध मादक पदार्थों की तस्करी रोकने हेतु विशेष अभियान चलाये जाने बाबत।,284,एसएचओ,86
2234,भगवती देवी निवासी डीडीहाट,क्षेत्र में अवैध शराब की होम डिलीवरी करने वालों के विरुद्ध कार्यवाही किये जाने बाबत।,284,एसएचओ,86
2235,मोहन लाल निवासी मुनस्यारी,धार्मिक स्थल के आसपास कानून व्यवस्था बनाये रखने हेतु पुलिस बल तैनात किये जाने बाबत।,284,एसएचओ,86
2236,समस्त नागरिक पिथौरागढ़,"अवैध शराब, जुआ एवं मादक पदार्थों के विरुद्ध नियमित अभियान चलाये जाने बाबत।",284,एसएचओ,86
2237,समस्त ग्राम पंचायतें पिथौरागढ़ जनपद,ग्रामीण क्षेत्रों में कानून व्यवस्था बनाए रखने हेतु नियमित पुलिस गश्त सुनिश्चित किये जाने बाबत।,284,एसएचओ,86
2238,समस्त नागरिक पिथौरागढ़ जनपद,अवैध गतिविधियों पर प्रभावी नियंत्रण एवं सार्वजनिक शांति व्यवस्था सुनिश्चित किये जाने बाबत।,284,एसएचओ,86
2239,समस्त जनप्रतिनिधि पिथौरागढ़ जनपद,"अवैध शराब, जुआ, नशाखोरी एवं असामाजिक गतिविधियों के विरुद्ध समयबद्ध पुलिस कार्यवाही सुनिश्चित किये जाने बाबत।",284,एसएचओ,86
2240,समस्त ग्रामवासी कनालीछीना,ग्राम के समीप अवैध पत्थर खनन पर तत्काल रोक लगाये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2241,कमला देवी निवासी बेरीनाग,नदी क्षेत्र में अवैध रेत खनन की जांच कर कार्यवाही किये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2242,भगवान सिंह निवासी डीडीहाट,खनन क्षेत्र में सुरक्षा मानकों का पालन सुनिश्चित किये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2243,मोहन सिंह निवासी गंगोलीहाट,खनन कार्य के कारण क्षतिग्रस्त ग्रामीण मार्ग का निरीक्षण कर आवश्यक कार्यवाही किये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2244,गीता देवी निवासी धारचूला,अवैध बजरी खनन करने वालों के विरुद्ध कार्रवाई किये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2245,हरिश चन्द्र निवासी मुनस्यारी,अनुमति से अधिक गहराई तक खनन किये जाने की जांच करायी जाये।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2246,समस्त ग्रामवासी झूलाघाट,खनन क्षेत्र में अनियंत्रित ब्लास्टिंग पर रोक लगाये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2247,महेश सिंह निवासी कनालीछीना,खनन पट्टा क्षेत्र का पुनः निरीक्षण कर नियमों के पालन की जांच किये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2248,पुष्पा देवी निवासी बेरीनाग,खनन गतिविधियों से उत्पन्न धूल प्रदूषण कम करने हेतु आवश्यक उपाय किये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2249,गोविन्द सिंह निवासी गंगोलीहाट,खनन कार्य से प्रभावित पेयजल स्रोतों का निरीक्षण कर आवश्यक कार्रवाई किये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2250,विमला देवी निवासी धारचूला,अवैध खनन में प्रयुक्त मशीनों को जब्त किये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2251,प्रेम सिंह निवासी डीडीहाट,खनन पट्टा धारकों द्वारा पर्यावरणीय शर्तों का पालन सुनिश्चित किये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2252,समस्त ग्रामीण पिथौरागढ़,नदी क्षेत्रों में अवैध खनन रोकने हेतु नियमित निरीक्षण किये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2253,कमला देवी निवासी मुनस्यारी,खनन से प्रभावित क्षेत्र का वैज्ञानिक सर्वेक्षण कराये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2254,भगवती देवी निवासी झूलाघाट,अवैध खनन से क्षतिग्रस्त भूमि का पुनर्वास कराये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2255,मोहन लाल निवासी कनालीछीना,वैध खनन पट्टों की सूची सार्वजनिक किये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2256,समस्त जनप्रतिनिधि पिथौरागढ़,खनन गतिविधियों की नियमित निगरानी हेतु संयुक्त निरीक्षण अभियान चलाये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2257,समस्त नागरिक पिथौरागढ़ जनपद,अवैध खनन पर प्रभावी नियंत्रण एवं खनन नियमों का कड़ाई से पालन सुनिश्चित किये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2258,समस्त ग्राम पंचायतें पिथौरागढ़,खनन क्षेत्रों का समय-समय पर निरीक्षण कर पर्यावरणीय मानकों का पालन सुनिश्चित किये जाने बाबत।,210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2259,समस्त नागरिक पिथौरागढ़ जनपद,"खनिज संसाधनों के वैधानिक दोहन, पर्यावरण संरक्षण एवं खनन सुरक्षा मानकों का प्रभावी क्रियान्वयन सुनिश्चित किये जाने बाबत।",210,भूतत्व एवं खनिकर्म इकाई पिथौरागढ़,87
2260,कमला देवी निवासी देवलथल,आय प्रमाण पत्र शीघ्र जारी किये जाने बाबत।,271,तहसील देवलथल,88
2261,भगवान सिंह निवासी देवलथल,जाति प्रमाण पत्र आवेदन का शीघ्र निस्तारण किये जाने बाबत।,271,तहसील देवलथल,88
2262,मोहन सिंह निवासी देवलथल,निवास प्रमाण पत्र जारी किये जाने बाबत।,271,तहसील देवलथल,88
2263,गीता देवी निवासी देवलथल,भूमि का सीमांकन कराये जाने बाबत।,271,तहसील देवलथल,88
2264,हरिश चन्द्र निवासी देवलथल,खसरा-खतौनी की प्रमाणित प्रति उपलब्ध कराये जाने बाबत।,271,तहसील देवलथल,88
2265,पुष्पा देवी निवासी देवलथल,नामांतरण प्रकरण का शीघ्र निस्तारण किये जाने बाबत।,271,तहसील देवलथल,88
2266,गोविन्द सिंह निवासी देवलथल,सरकारी भूमि पर हुए अतिक्रमण को हटाये जाने बाबत।,271,तहसील देवलथल,88
2267,विमला देवी निवासी देवलथल,राजस्व अभिलेखों में त्रुटि सुधार किये जाने बाबत।,271,तहसील देवलथल,88
2268,प्रेम सिंह निवासी देवलथल,भूमि माप कर वास्तविक सीमा निर्धारित किये जाने बाबत।,271,तहसील देवलथल,88
2269,महेश सिंह निवासी देवलथल,परिवार रजिस्टर के आधार पर निवास सत्यापन किये जाने बाबत।,271,तहसील देवलथल,88
2270,कमला देवी निवासी देवलथल,भूमि अभिलेख ऑनलाइन अद्यतन किये जाने बाबत।,271,तहसील देवलथल,88
2271,भगवती देवी निवासी देवलथल,उत्तराधिकार नामांतरण प्रकरण का शीघ्र निस्तारण किये जाने बाबत।,271,तहसील देवलथल,88
2272,समस्त ग्रामवासी देवलथल,राजस्व शिविर आयोजित कर प्रमाण पत्रों का त्वरित वितरण किये जाने बाबत।,271,तहसील देवलथल,88
2273,मोहन लाल निवासी देवलथल,भूमि अभिलेखों की त्रुटियों का संशोधन किये जाने बाबत।,271,तहसील देवलथल,88
2274,समस्त नागरिक देवलथल,"आय, जाति एवं निवास प्रमाण पत्र समयबद्ध जारी किये जाने बाबत।",271,तहसील देवलथल,88
2275,हरिश चन्द्र निवासी देवलथल,खतौनी में दर्ज त्रुटियों का सुधार किये जाने बाबत।,271,तहसील देवलथल,88
2276,समस्त ग्राम पंचायतें देवलथल,राजस्व अभिलेखों का नियमित सत्यापन एवं अद्यतन किये जाने बाबत।,271,तहसील देवलथल,88
2277,समस्त नागरिक देवलथल तहसील,भूमि सीमांकन एवं नामांतरण के लंबित मामलों का शीघ्र निस्तारण किये जाने बाबत।,271,तहसील देवलथल,88
2278,समस्त नागरिक देवलथल क्षेत्र,राजस्व सेवाओं का पारदर्शी एवं समयबद्ध संचालन सुनिश्चित किये जाने बाबत।,271,तहसील देवलथल,88
2279,समस्त ग्रामीण देवलथल,"प्रमाण पत्र, भूमि अभिलेख एवं राजस्व संबंधी सेवाओं का प्रभावी एवं गुणवत्तापूर्ण निस्तारण सुनिश्चित किये जाने बाबत।",271,तहसील देवलथल,88
2280,कमला देवी निवासी पिथौरागढ़,"ई-डिस्ट्रिक्ट पोर्टल पर आय प्रमाण पत्र हेतु ऑनलाइन आवेदन सबमिट नहीं हो पा रहा है, समस्या का समाधान किये जाने बाबत।",5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2281,भगवान सिंह निवासी बेरीनाग,ई-डिस्ट्रिक्ट पोर्टल पर जाति प्रमाण पत्र आवेदन की स्थिति अपडेट नहीं हो रही है।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2282,मोहन सिंह निवासी डीडीहाट,ऑनलाइन निवास प्रमाण पत्र आवेदन बार-बार असफल हो रहा है।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2283,गीता देवी निवासी धारचूला,ई-डिस्ट्रिक्ट पोर्टल में लॉगिन संबंधी तकनीकी समस्या का समाधान किये जाने बाबत।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2284,हरिश चन्द्र निवासी मुनस्यारी,ऑनलाइन आवेदन की रसीद डाउनलोड नहीं हो रही है।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2285,पुष्पा देवी निवासी गंगोलीहाट,ई-डिस्ट्रिक्ट पोर्टल पर आवेदन की स्थिति कई दिनों से लंबित दिखाई दे रही है।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2286,गोविन्द सिंह निवासी कनालीछीना,CSC केंद्र से भेजे गये ऑनलाइन आवेदन पोर्टल पर प्रदर्शित नहीं हो रहे हैं।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2287,महेश सिंह निवासी झूलाघाट,ई-डिस्ट्रिक्ट पोर्टल पर दस्तावेज़ अपलोड करने में तकनीकी समस्या आ रही है।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2288,विमला देवी निवासी पिथौरागढ़,ऑनलाइन आवेदन की त्रुटि सुधार सुविधा उपलब्ध कराये जाने बाबत।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2289,प्रेम सिंह निवासी बेरीनाग,ई-डिस्ट्रिक्ट पोर्टल से जारी प्रमाण पत्र डाउनलोड नहीं हो रहा है।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2290,कमला देवी निवासी डीडीहाट,ई-डिस्ट्रिक्ट पोर्टल की धीमी कार्यप्रणाली में सुधार किये जाने बाबत।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2291,भगवती देवी निवासी धारचूला,ऑनलाइन आवेदन की SMS सूचना प्राप्त नहीं हो रही है।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2292,मोहन लाल निवासी मुनस्यारी,ई-डिस्ट्रिक्ट पोर्टल पर तकनीकी त्रुटियों का शीघ्र समाधान किये जाने बाबत।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2293,समस्त CSC संचालक पिथौरागढ़,ई-डिस्ट्रिक्ट सेवाओं के संचालन में आ रही तकनीकी समस्याओं का समाधान किये जाने बाबत।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2294,समस्त नागरिक पिथौरागढ़,ऑनलाइन सरकारी सेवाओं की उपलब्धता एवं कार्यक्षमता में सुधार किये जाने बाबत।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2295,समस्त नागरिक बेरीनाग,ई-डिस्ट्रिक्ट पोर्टल पर प्रमाण पत्र सेवाओं का समयबद्ध संचालन सुनिश्चित किये जाने बाबत।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2296,समस्त नागरिक धारचूला,ऑनलाइन आवेदन सेवाओं में आ रही तकनीकी बाधाओं को दूर किये जाने बाबत।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2297,समस्त नागरिक डीडीहाट,ई-डिस्ट्रिक्ट पोर्टल की सभी डिजिटल सेवाओं का निर्बाध संचालन सुनिश्चित किये जाने बाबत।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2298,समस्त नागरिक पिथौरागढ़ जनपद,ई-डिस्ट्रिक्ट पोर्टल के माध्यम से उपलब्ध सभी ऑनलाइन सेवाओं का पारदर्शी एवं समयबद्ध संचालन सुनिश्चित किये जाने बाबत।,5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2299,समस्त नागरिक पिथौरागढ़ जनपद,"डिजिटल सरकारी सेवाओं, ऑनलाइन आवेदन एवं ई-डिस्ट्रिक्ट पोर्टल की तकनीकी समस्याओं का त्वरित समाधान सुनिश्चित किये जाने बाबत।",5,ई-डिस्ट्रिक्ट मैनेजर पिथौरागढ़,89
2300,समस्त ग्रामवासी पिथौरागढ़ जनपद,डीआरडीए द्वारा स्वीकृत ग्रामीण विकास परियोजनाओं का कार्य शीघ्र प्रारम्भ किये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2301,कमला देवी निवासी बेरीनाग,डीआरडीए के अंतर्गत स्वीकृत सामुदायिक परिसंपत्ति निर्माण कार्य पूर्ण किये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2302,भगवान सिंह निवासी धारचूला,ग्रामीण आजीविका परियोजनाओं का प्रभावी क्रियान्वयन सुनिश्चित किये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2303,मोहन सिंह निवासी मुनस्यारी,डीआरडीए द्वारा संचालित जलागम विकास परियोजना की प्रगति की समीक्षा किये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2304,गीता देवी निवासी गंगोलीहाट,ग्रामीण आधारभूत संरचना विकास परियोजना समयबद्ध पूर्ण किये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2305,हरिश चन्द्र निवासी डीडीहाट,डीआरडीए परियोजनाओं की गुणवत्ता का तकनीकी निरीक्षण कराये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2306,समस्त ग्राम प्रधान पिथौरागढ़,डीआरडीए वित्तपोषित परियोजनाओं की नियमित समीक्षा बैठक आयोजित किये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2307,महेश सिंह निवासी बेरीनाग,ग्रामीण सामुदायिक भवन निर्माण परियोजना शीघ्र पूर्ण किये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2308,पुष्पा देवी निवासी धारचूला,स्वयं सहायता समूहों के आजीविका परियोजनाओं को विभागीय सहयोग उपलब्ध कराये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2309,गोविन्द सिंह निवासी मुनस्यारी,ग्रामीण अवसंरचना परियोजनाओं में गुणवत्ता मानकों का पालन सुनिश्चित किये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2310,विमला देवी निवासी गंगोलीहाट,डीआरडीए द्वारा संचालित गरीबी उन्मूलन परियोजनाओं की प्रगति की समीक्षा किये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2311,प्रेम सिंह निवासी डीडीहाट,ग्रामीण विकास परियोजनाओं के लंबित कार्यों का शीघ्र निस्तारण किये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2312,समस्त स्वयं सहायता समूह पिथौरागढ़,आजीविका संवर्धन परियोजनाओं हेतु प्रशिक्षण एवं तकनीकी सहायता उपलब्ध कराये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2313,कमला देवी निवासी बेरीनाग,ग्रामीण विकास परियोजनाओं के सामाजिक अंकेक्षण नियमित कराये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2314,भगवती देवी निवासी धारचूला,डीआरडीए द्वारा स्वीकृत परियोजनाओं की प्रगति रिपोर्ट सार्वजनिक किये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2315,मोहन लाल निवासी मुनस्यारी,ग्रामीण आजीविका मिशन से संबंधित परियोजनाओं का प्रभावी संचालन सुनिश्चित किये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2316,समस्त ग्राम पंचायतें पिथौरागढ़ जनपद,डीआरडीए द्वारा वित्तपोषित ग्रामीण विकास परियोजनाओं का गुणवत्तापूर्ण क्रियान्वयन सुनिश्चित किये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2317,समस्त नागरिक पिथौरागढ़ जनपद,ग्रामीण विकास परियोजनाओं की नियमित मॉनिटरिंग एवं तकनीकी मूल्यांकन सुनिश्चित किये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2318,समस्त जनप्रतिनिधि पिथौरागढ़ जनपद,डीआरडीए के अंतर्गत संचालित विकास परियोजनाओं में पारदर्शिता एवं समयबद्ध क्रियान्वयन सुनिश्चित किये जाने बाबत।,243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2319,समस्त ग्रामीण पिथौरागढ़ जनपद,"डीआरडीए द्वारा संचालित ग्रामीण विकास, आजीविका एवं सामुदायिक अवसंरचना परियोजनाओं का प्रभावी एवं गुणवत्तापूर्ण संचालन सुनिश्चित किये जाने बाबत।",243,परियोजना निदेशक डीआरडीए पिथौरागढ़,90
2320,कमला देवी निवासी पुरान तहसील पिथौरागढ़,प्रधानमंत्री आवास योजना (ग्रामीण) के अंतर्गत आवास उपलब्ध कराये जाने बाबत।,150,खण्ड विकास अधिकारी पिथौरागढ़,91
2321,भगवान सिंह निवासी कनालीछीना,मनरेगा के अंतर्गत स्वीकृत कार्य शीघ्र प्रारम्भ किये जाने बाबत।,150,खण्ड विकास अधिकारी पिथौरागढ़,91
2322,मोहन सिंह निवासी झूलाघाट,ग्राम पंचायत में सीसी मार्ग का निर्माण कराये जाने बाबत।,150,खण्ड विकास अधिकारी पिथौरागढ़,91
2323,गीता देवी निवासी पिथौरागढ़ ग्रामीण,ग्राम पंचायत क्षेत्र में नाली निर्माण कर जल निकासी की व्यवस्था किये जाने बाबत।,150,खण्ड विकास अधिकारी पिथौरागढ़,91
2324,हरिश चन्द्र निवासी कनालीछीना,मनरेगा मजदूरी का लंबित भुगतान शीघ्र किये जाने बाबत।,150,खण्ड विकास अधिकारी पिथौरागढ़,91
2325,पुष्पा देवी निवासी झूलाघाट,महिला स्वयं सहायता समूह को स्वरोजगार हेतु सहायता उपलब्ध कराये जाने बाबत।,150,खण्ड विकास अधिकारी पिथौरागढ़,91
2326,समस्त ग्राम पंचायत पिथौरागढ़ विकासखण्ड,ग्राम पंचायत भवन की मरम्मत कराये जाने बाबत।,150,खण्ड विकास अधिकारी पिथौरागढ़,91
2327,महेश सिंह निवासी पिथौरागढ़ ग्रामीण,मनरेगा के अंतर्गत जल संरक्षण कार्य स्वीकृत किये जाने बाबत।,150,खण्ड विकास अधिकारी पिथौरागढ़,91
2328,गोविन्द सिंह निवासी कनालीछीना,राष्ट्रीय ग्रामीण आजीविका मिशन के अंतर्गत प्रशिक्षण उपलब्ध कराये जाने बाबत।,150,खण्ड विकास अधिकारी पिथौरागढ़,91
2329,विमला देवी निवासी झूलाघाट,ग्राम पंचायत में सामुदायिक शौचालय निर्माण कराये जाने बाबत।,150,खण्ड विकास अधिकारी पithौरागढ़,91
2330,प्रेम सिंह निवासी पिथौरागढ़ ग्रामीण,ग्राम पंचायत विकास योजना में प्रस्तावित कार्य स्वीकृत किये जाने बाबत।,150,खण्ड विकास अधिकारी पिथौरागढ़,91
2331,कमला देवी निवासी कनालीछीना,मनरेगा जॉब कार्ड में त्रुटि सुधार किये जाने बाबत।,150,खण्ड विकास अधिकारी पिथौरागढ़,91
2332,भगवती देवी निवासी झूलाघाट,ग्रामीण स्वच्छता अभियान नियमित चलाये जाने बाबत।,150,खण्ड विकास अधिकारी पिथौरागढ़,91
2333,मोहन लाल निवासी पिथौरागढ़ ग्रामीण,सामुदायिक भवन का निर्माण कराये जाने बाबत।,150,खण्ड विकास अधिकारी पिथौरागढ़,91
2334,समस्त महिला मंगल दल पिथौरागढ़ विकासखण्ड,स्वयं सहायता समूहों को बैंक ऋण उपलब्ध कराने में विभागीय सहायता दिलाये जाने बाबत।,150,खण्ड विकास अधिकारी पिथौरागढ़,91
2335,समस्त ग्राम प्रधान पिथौरागढ़ विकासखण्ड,ग्राम विकास योजनाओं की समीक्षा बैठक आयोजित किये जाने बाबत।,150,खण्ड विकास अधिकारी पिथौरागढ़,91
2336,समस्त नागरिक पिथौरागढ़ विकासखण्ड,ग्रामीण विकास योजनाओं का पारदर्शी एवं समयबद्ध क्रियान्वयन सुनिश्चित किये जाने बाबत।,150,खण्ड विकास अधिकारी पिथौरागढ़,91
2337,समस्त ग्राम पंचायतें पिथौरागढ़ विकासखण्ड,"मनरेगा, पीएम आवास एवं ग्राम पंचायत विकास कार्यों की नियमित निगरानी सुनिश्चित किये जाने बाबत।",150,खण्ड विकास अधिकारी पिथौरागढ़,91
